Zip Code,City,County,Value
90001,Los Angeles,Los Angeles,0.8229736235503355
90002,Los Angeles,Los Angeles,0.26187084402498284
90003,Los Angeles,Los Angeles,0.30172290095765897
90004,Los Angeles,Los Angeles,0.5748390325011044
90005,Los Angeles,Los Angeles,0.41049282596602943
90006,Los Angeles,Los Angeles,0.6387724931552119
90007,Los Angeles,Los Angeles,0.5532102698106856
90008,Los Angeles,Los Angeles,0.8973094564142381
90009,Los Angeles,Los Angeles,0.43273249378275414
90010,Los Angeles,Los Angeles,0.2291262145358215
90011,Los Angeles,Los Angeles,0.05261403289687361
90012,Los Angeles,Los Angeles,0.8018489727459639
90013,Los Angeles,Los Angeles,0.24813905656487867
90014,Los Angeles,Los Angeles,0.224964860772346
90015,Los Angeles,Los Angeles,0.25599491730634094
90016,Los Angeles,Los Angeles,0.012237348772218937
90017,Los Angeles,Los Angeles,0.7147039881497859
90018,Los Angeles,Los Angeles,0.054156467079432336
90019,Los Angeles,Los Angeles,0.761623082241107
90020,Los Angeles,Los Angeles,0.8379614070298098
90021,Los Angeles,Los Angeles,0.5822262346068934
90022,Los Angeles,Los Angeles,0.6046040853766006
90023,Los Angeles,Los Angeles,0.6959459837304891
90024,Los Angeles,Los Angeles,0.8215604910905128
90025,Los Angeles,Los Angeles,0.21759157132869378
90026,Los Angeles,Los Angeles,0.3053579148565473
90027,Los Angeles,Los Angeles,0.5490536418104381
90028,Los Angeles,Los Angeles,0.14521893670929487
90029,Los Angeles,Los Angeles,0.3521580534599147
90030,Los Angeles,Los Angeles,0.9244387816139759
90031,Los Angeles,Los Angeles,0.4458770133567318
90032,Los Angeles,Los Angeles,0.09634376588761095
90033,Los Angeles,Los Angeles,0.9996310041204577
90034,Los Angeles,Los Angeles,0.796990925865106
90035,Los Angeles,Los Angeles,0.41033503242995617
90036,Los Angeles,Los Angeles,0.07802081890402413
90037,Los Angeles,Los Angeles,0.4188300479131344
90038,Los Angeles,Los Angeles,0.30283192535230885
90039,Los Angeles,Los Angeles,0.8520417447720621
90040,Los Angeles,Los Angeles,0.8804197505019462
90041,Los Angeles,Los Angeles,0.11639922816931669
90042,Los Angeles,Los Angeles,0.37530607027630203
90043,Los Angeles,Los Angeles,0.7607413028710195
90044,Los Angeles,Los Angeles,0.803459411737578
90045,Los Angeles,Los Angeles,0.6755861397705865
90046,Los Angeles,Los Angeles,0.6790469626967457
90047,Los Angeles,Los Angeles,0.05892912447254539
90048,Los Angeles,Los Angeles,0.23062069240723004
90049,Los Angeles,Los Angeles,0.22041513969657034
90050,Los Angeles,Los Angeles,0.3399458761722416
90051,Los Angeles,Los Angeles,0.8426569574563176
90052,Los Angeles,Los Angeles,0.6854695390114256
90053,Los Angeles,Los Angeles,0.4789507676871525
90054,Los Angeles,Los Angeles,0.5305791576145407
90055,Los Angeles,Los Angeles,0.8040466488565963
90056,Los Angeles,Los Angeles,0.8226470034486746
90057,Los Angeles,Los Angeles,0.4371706595403839
90058,Los Angeles,Los Angeles,0.8564120723908177
90059,Los Angeles,Los Angeles,0.6776984661123839
90060,Los Angeles,Los Angeles,0.173154167907148
90061,Los Angeles,Los Angeles,0.22712216475952518
90062,Los Angeles,Los Angeles,0.09416650440585239
90063,Los Angeles,Los Angeles,0.5454741124337124
90064,Los Angeles,Los Angeles,0.2976733569741563
90065,Los Angeles,Los Angeles,0.24981120236465038
90066,Los Angeles,Los Angeles,0.8668686606647455
90067,Los Angeles,Los Angeles,0.8682367281631951
90068,Los Angeles,Los Angeles,0.6249968193742359
90069,West Hollywood,Los Angeles,0.9554758937205978
90070,Los Angeles,Los Angeles,0.019803391267062764
90071,Los Angeles,Los Angeles,0.26680086745836595
90072,Los Angeles,Los Angeles,0.8860894916890802
90073,Los Angeles,Los Angeles,0.9904669188014452
90074,Los Angeles,Los Angeles,0.7584360814503261
90075,Los Angeles,Los Angeles,0.577079274082583
90076,Los Angeles,Los Angeles,0.8477190786680151
90077,Los Angeles,Los Angeles,0.07023964176011366
90078,Los Angeles,Los Angeles,0.26892997021338316
90079,Los Angeles,Los Angeles,0.8857585720285928
90080,Los Angeles,Los Angeles,0.7733989717847918
90081,Los Angeles,Los Angeles,0.9635063299084665
90082,Los Angeles,Los Angeles,0.5028950220745962
90083,Los Angeles,Los Angeles,0.6523218118050877
90084,Los Angeles,Los Angeles,0.7115933861578914
90086,Los Angeles,Los Angeles,0.28175248804858666
90087,Los Angeles,Los Angeles,0.6660540035256406
90088,Los Angeles,Los Angeles,0.03710078669003036
90089,Los Angeles,Los Angeles,0.4525165911371214
90091,Los Angeles,Los Angeles,0.4316527067616045
90093,Los Angeles,Los Angeles,0.7983289924568373
90094,Los Angeles,Los Angeles,0.6566665417925606
90095,Los Angeles,Los Angeles,0.8250804368161768
90096,Los Angeles,Los Angeles,0.5876714601454376
90099,Los Angeles,Los Angeles,0.40238680644295854
90101,Los Angeles,Los Angeles,0.5401772297614376
90102,Los Angeles,Los Angeles,0.9793061205360747
90103,Los Angeles,Los Angeles,0.4816129087075043
90189,Los Angeles,Los Angeles,0.1513899738483866
90201,Bell,Los Angeles,0.5894708948902254
90202,Bell Gardens,Los Angeles,0.5980526958874068
90209,Beverly Hills,Los Angeles,0.2549722339684457
90210,Beverly Hills,Los Angeles,0.044284837928277865
90211,Beverly Hills,Los Angeles,0.6750668511717697
90212,Beverly Hills,Los Angeles,0.7585644979728068
90213,Beverly Hills,Los Angeles,0.4005826532311503
90220,Compton,Los Angeles,0.8546243576012569
90221,Compton,Los Angeles,0.3476143656621
90222,Compton,Los Angeles,0.28084612607627424
90223,Compton,Los Angeles,0.8029291146349347
90224,Compton,Los Angeles,0.5404213213513505
90230,Culver City,Los Angeles,0.23335831505936522
90231,Culver City,Los Angeles,0.5779691868906871
90232,Culver City,Los Angeles,0.8281975949778182
90233,Culver City,Los Angeles,0.188674815579972
90239,Downey,Los Angeles,0.27383903030650947
90240,Downey,Los Angeles,0.159415350685443
90241,Downey,Los Angeles,0.9135926126151979
90242,Downey,Los Angeles,0.878967964333369
90245,El Segundo,Los Angeles,0.6826322549746113
